PhraseId,Obs,features
205916,never huge fan dickens page novel surprised much pleasure watching mcgrath version,2
205917,never huge fan dickens page novel,2
205926,page novel,2
205933,much pleasure watching mcgrath version,2
205934,much pleasure,2
205938,mcgrath version,2
205940,remains solid somewhat heavy handed account near disaster done howard steady imaginative hand,2
205945,solid somewhat heavy handed account,2
205946,solid somewhat heavy handed,2
205956,done howard,2
205962,steady imaginative,2
205968,bedroom scenes viewers may find wishing could roll take nap,2
205975,find wishing could roll take nap,2
205980,roll take nap,2
205983,take nap,2
205990,marisa tomei,2
205991,marisa,2
205992,tomei,2
205994,kiss mess,2
205997,unfortunately heartbreak hospital wants convey kind haughtiness sketchy material territory already explored previously better aplomb sardonic wit,2
206003,heartbreak hospital,2
206004,wants convey kind haughtiness sketchy material,2
206007,kind haughtiness sketchy material,2
206012,haughtiness,2
206018,territory already explored previously better aplomb sardonic wit,2
206020,already explored previously better aplomb sardonic wit,2
206024,explored previously,2
206028,better aplomb sardonic,2
206047,elegant exquisitely modulated psychological thriller,2
206054,modulated,2
206061,ghost imagery,2
206072,intriguing beautiful film read book likely disappointed,2
206073,intriguing beautiful film read book,2
206087,determined fun bouncy energetic musicals humor n quite engage adult,2
206088,determined fun bouncy energetic musicals,2
206104,engage adult,2
206113,offers little,2
206114,beyond momentary joys pretty weightless intellectual entertainment,2
206115,momentary joys pretty weightless intellectual entertainment,2
206118,momentary,2
206122,pretty weightless,2
206125,intellectual entertainment,2
206131,seems alternately amused disgusted material,2
206132,alternately amused disgusted material,2
206136,disgusted material,2
206142,help throwing touches,2
206143,throwing touches,2
206161,story mysterious creature psychic abilities offers solid build terrific climax nice chills along way,2
206162,story mysterious creature psychic abilities,2
206172,offers solid build terrific climax nice chills along way,2
206173,solid build terrific climax nice chills along way,2
206183,nice chills along way,2
206186,story loses bite last minute happy ending even less plausible rest picture,2
206189,loses bite,2
206201,even less plausible,2
206202,less plausible,2
206219,cast uniformly excellent relaxed,2
206224,excessive profane packed cartoonish violence comic strip characters,2
206235,violence comic strip characters,2
206238,comic strip,2
206239,although several truly jolting scares also abundance hackneyed dialogue silly satanic business shake severed limb,2
206240,although several truly jolting scares,2
206244,truly jolting scares,2
206245,truly jolting,2
206251,also abundance hackneyed dialogue silly satanic business,2
206254,abundance hackneyed dialogue silly,2
206260,satanic business,2
206261,satanic,2
206269,severed,2
206271,painted backdrops movie alive characters know trouble,2
206274,painted backdrops movie,2
206291,somewhere short tremors modern b scene neither funny clever though agreeably unpretentious way spend ninety minutes,2
206292,somewhere short tremors modern b scene neither funny clever though,2
206293,somewhere short,2
206294,tremors modern b scene neither funny clever though,2
206304,b scene,2
206305,neither funny clever,2
206309,agreeably unpretentious way spend ninety minutes,2
206314,unpretentious way,2
206320,lrb newton rrb wanders charlie completely unaware needs show presence star quality,2
206321,lrb newton rrb,2
206322,newton rrb,2
206328,charlie completely unaware,2
206329,completely unaware,2
206346,seem romantic,2
206348,maggie gyllenhaal delight,2
206354,lrb rrb worth recommending two marvelous performances michael caine brendan fraser,2
206355,rrb worth recommending two marvelous performances michael caine brendan fraser,2
206356,rrb worth recommending two marvelous performances michael caine brendan,2
206365,two marvelous performances,2
206366,marvelous performances,2
206369,caine brendan,2
206371,first villians introduced spider snake know real winner creativity peak,2
206380,introduced,2
206401,creativity peak,2
206412,film looks like produced shelved years repackaged audience,2
206420,like produced,2
206426,shelved years,2
206427,shelved,2
206431,repackaged audience,2
206432,repackaged,2
206438,affecting ultimately quite satisfying,2
206453,identity crisis,2
206454,sort true sort bogus ho hum way,2
206459,sort bogus ho hum way,2
206473,lrb two rrb,2
206474,two rrb,2
206475,fairly dull,2
206478,contrasting interlocking stories miserable scandinavian settlers,2
206479,contrasting interlocking stories,2
206483,interlocking,2
206486,miserable scandinavian,2
206487,scandinavian,2
206488,settlers,2
206492,canada yuppie sailboaters,2
206497,yuppie,2
206498,sailboaters,2
206503,example sophisticated challenging filmmaking,2
206506,sophisticated challenging,2
206510,stands despite noticeable lack emotional heft welcome contrast,2
206514,despite noticeable lack emotional heft,2
206515,noticeable lack emotional heft,2
206529,dead end experimentation,2
206534,previous full frontal,2
206535,angst ridden affluent slacker characters grating engaging,2
206541,slacker characters,2
206542,slacker,2
206548,way film feels like breath fresh air allow,2
206553,like breath fresh air allow,2
206554,like breath fresh air,2
206566,mcconaughey fun watch dragons okay much fire script,2
206567,mcconaughey fun watch,2
206568,mcconaughey fun,2
206580,much fire,2
206581,human nature initially succeeds allowing go crazy ultimately fails spinning control,2
206588,succeeds allowing go crazy,2
206595,ultimately fails spinning control,2
206596,fails spinning control,2
206605,n music video rather full length movie,2
206607,music video rather full length movie,2
206608,music video rather,2
206621,additional,2
206634,clever caper movie twists worthy david mamet enormous fun thinking audiences,2
206643,twists worthy,2
206648,enormous fun,2
206651,screen fantasy adventure recent memory showmanship clones last minutes,2
206652,screen fantasy adventure recent memory,2
206671,achieves great impact keeping thoughts hidden,2
206672,achieves great impact,2
206673,great impact,2
206679,thoughts hidden,2
206682,lrb quills rrb showing,2
206683,lrb quills rrb,2
206684,quills rrb,2
206691,friday worth waiting,2
206702,something likable,2
206706,punish,2
206711,adore,2
206713,unfortunately silly fun unless enjoy really bad movies,2
206720,unless enjoy really bad movies,2
206723,really bad movies,2
206728,pacing glacial,2
206740,things heat movie final scenes,2
206741,heat movie final scenes,2
206746,final scenes,2
206759,reaction israelis,2
206768,supposedly evenhanded,2
206769,evenhanded,2
206770,effort suspect offend appearing either serious lighthearted offends wishy washy,2
206780,offend appearing either serious lighthearted offends wishy washy,2
206785,either serious lighthearted,2
206786,serious lighthearted,2
206793,offends,2
206815,like old myths wonder tales spun afresh,2
206816,like old myths wonder,2
206817,old myths wonder,2
206818,myths wonder,2
206821,tales spun afresh,2
206824,afresh,2
206833,heavy handed sentimentality,2
206834,dragonfly atmosphere tension nothing costner flailing away,2
206842,tension nothing costner,2
206845,nothing costner,2
206847,flailing away,2
206849,awkward sincere ultimately wins,2
206855,obvious politics rudimentary animation reduce chances appeal hey arnold,2
206856,obvious politics rudimentary animation,2
206859,rudimentary animation,2
206863,chances appeal hey arnold,2
206873,dicey material,2
206875,despite good nature genuinely funny moments super troopers suffers bad case arrested development,2
206876,despite good nature genuinely funny moments,2
206877,good nature genuinely funny moments,2
206894,arrested,2
206895,film serves valuable time capsule remind us devastating horror suffered entire people,2
206902,capsule remind us devastating horror suffered entire people,2
